run,cell,backend,wall_s,cpu_s,peak_rss_mb,thermal_before,thermal_after,cpu_speed_limit,gpu_wall_s,fallbacks,staged_bytes,throughput_mib_s
7,64m/4096KiB,cpu,0.1399,0.1396,9.8,0,0,100,0.0000,0,0,457.47
8,64m/4096KiB,cpu,0.1404,0.1401,9.8,0,0,100,0.0000,0,0,455.92
9,64m/4096KiB,cpu,0.1410,0.1406,9.9,0,0,100,0.0000,0,0,453.84
0,64m/4096KiB,libtorrent,0.0549679,0.055131,72.8594,100,100,100,0,0,67108864,1164.32
1,64m/4096KiB,libtorrent,0.0553926,0.055653,72.9219,100,100,100,0,0,67108864,1155.39
2,64m/4096KiB,libtorrent,0.0568234,0.057085,72.9219,100,100,100,0,0,67108864,1126.3
3,64m/4096KiB,libtorrent,0.0563119,0.05612,72.9531,100,100,100,0,0,67108864,1136.53
4,64m/4096KiB,libtorrent,0.0586311,0.057888,73.0156,100,100,100,0,0,67108864,1091.57
5,64m/4096KiB,libtorrent,0.0558326,0.055017,73.0312,100,100,100,0,0,67108864,1146.28
6,64m/4096KiB,libtorrent,0.0575425,0.056468,73.0312,100,100,100,0,0,67108864,1112.22
7,64m/4096KiB,libtorrent,0.0569663,0.056174,73.0312,100,100,100,0,0,67108864,1123.47
8,64m/4096KiB,libtorrent,0.0673119,0.057085,73.0938,100,100,100,0,0,67108864,950.798
9,64m/4096KiB,libtorrent,0.0575315,0.056918,73.125,100,100,100,0,0,67108864,1112.43
0,64m/4096KiB,metal,0.5691,0.2861,342.9,0,0,100,0.2942,0,67108864,112.45
1,64m/4096KiB,metal,0.5420,0.2831,343.2,0,0,100,0.2828,0,67108864,118.08
2,64m/4096KiB,metal,0.5370,0.2772,343.2,0,0,100,0.2832,0,67108864,119.18
3,64m/4096KiB,metal,0.5393,0.2792,343.3,0,0,100,0.2843,0,67108864,118.67
4,64m/4096KiB,metal,0.5378,0.2798,343.3,0,0,100,0.2822,0,67108864,119.00
5,64m/4096KiB,metal,0.5392,0.2804,343.4,0,0,100,0.2824,0,67108864,118.69
6,64m/4096KiB,metal,0.5416,0.2826,343.4,0,0,100,0.2831,0,67108864,118.16
7,64m/4096KiB,metal,0.5379,0.2799,343.4,0,0,100,0.2815,0,67108864,118.97
8,64m/4096KiB,metal,0.5410,0.2829,343.4,0,0,100,0.2835,0,67108864,118.31
9,64m/4096KiB,metal,0.5374,0.2796,343.4,0,0,100,0.2817,0,67108864,119.08
